シンボル,詳細,価格,価格 - 通貨,価格変動 % 1日,出来高 1日,相対ボリューム 1日,時価総額,時価総額 - 通貨,PER (株価収益率),"希薄化EPS, 直近12ヶ月","希薄化EPS, 直近12ヶ月 - 通貨","希薄化EPS成長率 %, 直近12ヶ月前年比","配当利回り %, 直近12ヶ月",セクター,アナリストの評価
MSN,Emerson Radio Corp.,0.3662,USD,-2.006957452501994,22114,0.5789732741286864,7705819.111051646,USD,,-0.241,USD,-61.096256684491955,0,流通サービス,評価なし
MNTS,Momentus Inc Class A,5.12,USD,-20.49689440993789,1688582,0.45580506300466794,7153556.670807454,USD,,-146.6808,USD,81.84108235868544,0,電子テクノロジー,評価なし
DVFI,Diversified Oil & Gas Holdings Ltd.,0.0001,USD,0,50000,0.06238918121686354,22433,USD,,,,,,エネルギー鉱物,評価なし
HBNB,Hotel101 Global Holdings Corp. Class A,7.44,USD,-0.9320905459387404,6674,0.2561091668201633,1742093831.2330227,USD,78.31578947368422,0.095,USD,5.908584169453734,0,金融,評価なし
RYOJ,"rYojbaba Co., Ltd.",2.79,USD,-0.17889087656529135,205,0.04303648654322543,31387500.99821109,USD,3487.5,0.0008,USD,100,0,ヘルスケアサービス,評価なし
AIVN,"American International Ventures, Inc.",0.000001,USD,-99,500,0.010561825759448081,413.983,USD,,,,,,非エネルギー鉱物,評価なし
BANT,"Bantec, Inc.",0.000001,USD,0,112,0.006102677549774964,53.5083,USD,,,,,,電子テクノロジー,評価なし
PELI,Pelican Acquisition Corporation,10.35,USD,0,90168,0.26291013009339537,124187064,USD,,,,,0,金融,評価なし
ECGS,"Eco-Growth Strategies, Inc.",0.07,USD,-6.666666666666654,5755,0.05590635321546532,2958840.266666667,USD,,,,,0,ヘルスケアテクノロジー,評価なし
YYAI,AiRWA Inc.,1.11,USD,-0.8928571428571435,621800,0.40111608065852183,42099450.66964286,USD,,-0.1249,USD,99.99728059886918,0,素材産業,評価なし
MESHU,Meshflow Acquisition Corp. Units Cons of 1 Shs A + 1/3 Red Wt,10.01,USD,-0.09980039920159467,517,0.008067058004799664,432112500,USD,,,,,0,金融,評価なし
ITHA,ITHAX Acquisition Corp. III Class A,9.95,USD,0.30241935483870325,8024,0.04051054187898435,305133336.65,USD,,,,,0,金融,評価なし
BRN,"Barnwell Industries, Inc.",1.03,USD,0.980392156862746,33521,0.1652081600145095,12914205.637254901,USD,,-0.687,USD,-23.716909778498117,0,エネルギー鉱物,評価なし
SOHO,Sotherly Hotels Inc.,2.23,USD,0,107711,0.7137953200485093,45554462,USD,,-0.4084,USD,-24.284844796104682,0,金融,評価なし
WYTC,"Wytec International, Inc.",1.55,USD,-4.320987654320991,1059,0.2838228987993139,,,,,,,,電子テクノロジー,評価なし
OZVN,OZ Vision Inc.,4,USD,101.00502512562812,100,0.474158368895211,117491806,USD,,,,,0,交通・輸送,評価なし
NOBH,"Nobility Homes, Inc.",28.495,USD,-2.41438356164383,944,0.9192715941182198,89863689,USD,11.041577866470337,2.5807,USD,-1.8073205996499457,4.38673451482716,耐久消費財,評価なし
BACQ,Inflection Point Acquisition Corp. IV Class A,10.52,USD,-0.2843601895734705,229644,0.8184407556723898,355137662.01327014,USD,54.906054279749476,0.1916,USD,,0,金融,評価なし
AAGR,African Agriculture Holding Inc,0.0098,USD,0,100,0.0521947909598622,567095,USD,,,,,0,素材産業,評価なし
TYG,Tortoise Energy Infrastructure Corp,46.46,USD,1.109902067464631,123430,1.0417106233721953,970679965,USD,49.956989247311824,0.93,USD,-95.25350373084814,9.77149075081611,その他,評価なし
LOGCD,ContextLogic Holdings Inc.,7.8,USD,0,119066,0.6769425298727215,209633588.99999997,USD,,-0.6058,USD,93.34014929147015,0,素材産業,評価なし
SUPX,SuperX AI Technology Limited,16.25,USD,-2.3437500000000036,155891,0.2360586379887067,437020372.0703125,USD,,-1.4078,USD,,0,商業サービス,評価なし
BMEZ,BlackRock Health Sciences Term Trust,15.07,USD,0,191551,0.6609083465853591,,,,,,,,その他,評価なし
ZDAI,"DirectBooking Technology Co., Ltd. Class A",0.385,USD,-10.277324632952686,7945695,35.654694408334166,49549499.99999999,USD,,,,,0,交通・輸送,評価なし
MOCI,"Modern Cinema Group, Inc.",0.0005,USD,66.66666666666669,430,0.07471763683753258,162964.51,USD,,,,,0,非エネルギー鉱物,評価なし
TDAC,Translational Development Acquisition Corp.,10.5384,USD,0.17490494296577708,103,0.0017593544706392778,230869997.0001518,USD,48.51933701657458,0.2172,USD,,0,金融,評価なし
ONMD,OneMedNet Corp Class A,0.6397,USD,-8.418038654259123,239555,1.133533142672196,32628027.172655694,USD,,-0.077,USD,96.54693035562133,0,テクノロジーサービス,評価なし
TOGI,TurnOnGreen Inc.,0.0317,USD,1.7329910141206637,41480,0.24843842554244086,5832264.884467266,USD,,-0.0134,USD,45.08196721311475,0,生産財製造,評価なし
FTEL,Fitell Corporation Class A,2.1,USD,-3.2258064516128964,42529,0.20605624842837839,2960158.0645161294,USD,,-4.6144,USD,94.45179892099608,0,小売業,評価なし
ALST,AllStar Health Brands Inc,0.0006,USD,19.999999999999986,199011,0.30602924247647934,192676.99999999997,USD,,-0.0026,USD,51.85185185185186,0,ヘルスケアテクノロジー,評価なし
RAFX,Rafex Gold Corp,0.29,USD,-71,5000,5.06380392951185,7912931.000000001,USD,,,,,0,金融,評価なし
LBGJ,Li Bang International Corporation Inc. Class A,0.83,USD,1.4669926650366762,11949,0.27397354500993953,2748960.0000000005,USD,,-0.0541,USD,26.891891891891884,0,耐久消費財,評価なし
EWSB,"EWSB Bancorp, Inc.",9.14,USD,1.555555555555562,1000,1.7736786094359704,,,,,,,,金融,評価なし
FNGR,FingerMotion Inc,1.15,USD,2.6785714285714106,112479,0.4692815605920143,70473503.2142857,USD,,-0.0905,USD,11.70731707317073,0,テクノロジーサービス,評価なし
GYST,"Graystone Company, Inc. Class A",0.0017,USD,-10.526315789473689,8263,0.046492916061803,385120.68421052635,USD,,,,,0,非エネルギー鉱物,評価なし
LVRLF,CordovaCann Corp.,0.0699,USD,599,100,0.0019336412979373847,1619381.2806000002,USD,,-0.018883399999999998,USD,-204.17749942815902,0,小売業,評価なし
BON,Bon Natural Life Limited Class A,1.63,USD,1.8749999999999878,12931,0.46322267716985505,13249961.31875,USD,,-0.2819,USD,-111.9030528226998,0,ヘルスケアテクノロジー,評価なし
XSLLU,Xsolla SPAC 1 Units Cons of 1 Shs -A- + 1/3 Red Wt,9.92,USD,0,181544,,206528309,USD,,,,,0,金融,評価なし
BEHL,"Biocentric Energy Holdings, Inc.",0.000001,USD,0,60000,0.17812003212097913,656,USD,,,,,,素材産業,評価なし
HPIL,HPIL Holding,0.000001,USD,0,100000,0.47832402913376,38130,USD,,,,,,生産財製造,評価なし
AFFS,AmTrust Financial Services Inc 7.25 % Notes 2015-15.6.55 Subord,15.65,USD,-4.281345565749241,2700,1.1289513296537883,,,,,,,,金融,評価なし
RBSY,Roboserver Systems Corp.,0.0001,USD,0,2000,0.050276141708333014,5301.6,USD,,,,,0,テクノロジーサービス,評価なし
PLYZ,Plyzer Technologies Inc,0.0001,USD,9900.000000000002,89500,0.02661686368945002,119,USD,,,,,,テクノロジーサービス,評価なし
CSDX,CS Diagnostics Corp.,0.22375,USD,-5.987394957983187,8100,0.33996759814990474,30729870.605095543,USD,2237.5,0.0001,USD,,0,テクノロジーサービス,評価なし
BIPC,Brookfield Infrastructure Corporation Class A,50.58,USD,1.3627254509018032,596403,0.7801430778347084,6019944935.761383,USD,,-1.7481169199999997,USD,57.63278531750794,3.54889858072147,公益事業,評価なし
NXP,Nuveen Select Tax-Free Income Portfolio,14.4,USD,0.6993006993006968,211024,0.8986455842554759,878707830,USD,92.54498714652958,0.1556,USD,-90.04860578152982,4.37412587412587,その他,評価なし
DREM,Dream Homes & Development Corporation,0.02,USD,-5.8823529411764754,1040,0.10486196535521991,971289.4117647058,USD,1.408450704225352,0.0142,USD,,0,金融,評価なし
NXTH,"NXT Nutritionals Holdings, Inc.",0.00065,USD,64900,1500,0.10868777624809796,48069.45,USD,,,,,,非耐久消費財,評価なし
FONR,Fonar Corporation,18.71,USD,0,120547,1.7458459996611049,118059652.99999999,USD,16.913758813957692,1.1062,USD,-19.93341053850607,0,商業サービス,評価なし
PPBN,Pinnacle Bankshares Corporation,45.01,USD,-0.37627268702966293,101,0.10859047414256531,97727292.03231518,USD,9.298818279481035,4.8404,USD,23.38830966886742,2.34617087206729,金融,評価なし
DJT,Trump Media & Technology Group Corp.,11.25,USD,-0.17746228926352772,3248685,0.8151409306816128,3110601436.8899736,USD,,-0.5948,USD,84.56988689426169,0,商業サービス,評価なし
DTSQ,DT Cloud Star Acquisition Corporation,10.9,USD,0,2895,0.44848954298993027,97019815.99999999,USD,37.8340853870184,0.2881,USD,,0,金融,評価なし
SKYC,Sky Constant Century Inc,6.175,USD,-17.666666666666668,100,0.1431229426077,633061,USD,,-0.0007,USD,99.9810081936079,0,金融,評価なし
GRBG,Green Bridge Industries Inc,0.0001,USD,0,850,0.017971807519827132,,,,,,,,耐久消費財,評価なし
SIMA,SIM Acquisition Corp. I Class A,10.67,USD,-0.7441860465116286,13729,12.575799212237794,327213336.6418605,USD,35.55481506164612,0.3001,USD,,0,金融,評価なし
CPOP,"Pop Culture Group Co., Ltd. Class A",0.359,USD,0.3914988814317708,75178,0.4809859001738966,29416115.65715884,USD,,-0.3439,USD,92.03455783573446,0,商業サービス,評価なし
ESNC,EnSync Inc,0.0001,USD,0,10331,0.8927352384573508,6808.999999999999,USD,,,,,,生産財製造,評価なし
GBDX,"Global Diamond Exchange, Inc.",0.000001,USD,0,5000,0.033987964182123825,425,USD,,,,,,金融,評価なし
FLEW,Fleetwood Bank Corporation,64,USD,0,1,0.012391573729863692,19235008.123791102,USD,,,,,3.09477756286267,金融,評価なし
LGBS,"Legends Business Group, Inc.",0.000001,USD,0,5000,0.006545436456248339,3068.2599999999998,USD,,,,,,金融,評価なし
RDAR,"Telvantis, Inc.",0.0002,USD,0,6495629,0.6775283077450092,1599252,USD,,-0.0079,USD,-464.28571428571433,0,テクノロジーサービス,評価なし
VGTL,VGTel Inc.,0.0003,USD,-25.00000000000001,10281513,0.8370166892116391,243171.74999999997,USD,,,,,0,電子テクノロジー,評価なし
VMTG,"Victor Mining Industry Group, Inc.",0.05,USD,168.8172043010753,2000,0.06815354994803292,98515553,USD,,,,,0,商業サービス,評価なし
ALCY,Alchemy Investments Acquisition Corp 1 Class A,11.79,USD,0.1699235344095121,2070,0.21371492287678873,49612830.86661002,USD,,-0.1776,USD,-147.93522267206478,0,金融,評価なし
PN,Skycorp Solar Group Ltd.,0.4972,USD,-4.494813676527079,65242,0.6705717054960731,13424400.955051864,USD,,,,,0,公益事業,評価なし
PRRE,"Praetorian Property, Inc.",0.0001,USD,4900.000000000001,14433,1.9321543795767013,15600,USD,,,,,0,金融,評価なし
WBSR,"Webstar Technology Group, Inc.",0.159,USD,0,42277,1.815273770266557,64272385.00000001,USD,,-0.0009,USD,96.88581314878893,0,テクノロジーサービス,評価なし
FUUN,"FutureNet, Inc.",0.01,USD,0,100,0.00916027737319886,,,,,,,,商業サービス,評価なし
NBH,Neuberger Municipal Fund Inc.,10.6,USD,0.2838221381267678,65111,0.740748746571345,313063317,USD,65.35141800246609,0.1622,USD,-90.64104783336218,6.14985808893094,その他,評価なし
RAHGF,"Roan Holdings Group Co., Ltd.",0.0001,USD,0,100,0.022827923115554944,2684,USD,,,,,0,金融,評価なし
KFFB,Kentucky First Federal Bancorp,4.68,USD,-0.6896551724138066,2145,0.5471380471380471,37845826.27476037,USD,70.16491754122939,0.0667,USD,,0,金融,評価なし
BGXXQ,Bright Green Corp.,0.0009,USD,28.57142857142857,584,0.045941566103934926,172049.14285714284,USD,,,,,0,ヘルスケアテクノロジー,評価なし
MCBK,"Madison County Financial, Inc.",28.5,USD,1.7857142857142856,602,0.2836678918103855,89546999.00869565,USD,12.545118408310591,2.2718,USD,45.39519999999999,1.25217391304348,金融,評価なし
ATTBF,Abattis Bioceuticals Corp.,0.000001,USD,0,10000,0.132875356272049,478.00000000000006,USD,,,,,,ヘルスケアテクノロジー,評価なし
JENA,Jena Acquisition Corporation II Class A,10.29,USD,-0.19398642095054655,402,0.004997314875589236,298152765.96896213,USD,,,,,0,金融,評価なし
FUST,"Fuse Group Holding, Inc.",0.16,USD,-15.789473684210526,15500,2.07580018749163,2127542.7368421056,USD,,-0.0213,USD,-610,0,商業サービス,評価なし
YMT,Yimutian Inc. Unsponsored ADR,1.2,USD,-20.000000000000004,691370,1.9723516449909682,171565606,USD,,,,,0,テクノロジーサービス,評価なし
TGE,Generation Essentials Group Class A,1.32,USD,-2.222222222222224,55939,0.8902239126629216,63968611.91111111,USD,3.7671232876712333,0.3504,USD,,0,金融,評価なし
KNDI,"Kandi Technologies Group, Inc.",1.04,USD,0,54193,0.3376029214523286,89425088,USD,,,,,0,耐久消費財,評価なし
AMOD,"Alpha Modus Holdings, Inc. Class A",0.6239,USD,-14.228759967005777,733536,0.4759733192899437,29599160.035331316,USD,,,,,0,テクノロジーサービス,評価なし
HWGG,HWGG Entertainment Limited,0.6,USD,-50,67798,463.10109289616565,14796163,USD,,,,,0,電子テクノロジー,評価なし
CRTAF,Cartica Acquisition Corp. Class A,12.95,USD,-0.7662835249042255,6222,0.9730084759015418,86474386,USD,,-0.0117,USD,98.57750759878418,0,金融,評価なし
MANA,Grayscale Decentraland Trust (MANA),0.9649,USD,7.211111111111106,13915,0.6091048369446268,,,,,,,,その他,評価なし
NNNN,Anbio Biotechnology Class A,24.9,USD,7.050730868443667,72150,0.6160306282060914,3582890941.0189166,USD,393.98734177215186,0.0632,USD,-42.908762420957544,0,ヘルスケアテクノロジー,評価なし
TRTN/PA,Triton International Ltd. 8.5% Cum Conv Red Perp Pfd Registered Shs Series A,25.87,USD,-0.2698535080956063,2371,0.49682543008612196,,,5.309934318555008,4.872,USD,18.948216509192108,,金融,評価なし
BIONQ,BioNitrogen Holdings Corporation,0.000001,USD,0,200000,7.466113178809677,447.99769999999995,USD,,,,,,素材産業,評価なし
MENS,Jyong Biotech Ltd.,1.62,USD,-4.142011834319518,188056,0.48244883781128883,123164820.31952666,USD,,-0.0403,USD,,0,ヘルスケアテクノロジー,評価なし
WSTN,Westin Acquisition Corp. Class A,9.98,USD,0.2511300853842326,1539,0.019808785370072902,77469749.49874435,USD,,,,,0,金融,評価なし
NEWH,NewHydrogen Inc,0.0169,USD,-3.7037037037037113,794044,1.0046956162396883,12830791.037037035,USD,,-0.0029,USD,-15.99999999999999,0,生産財製造,評価なし
ATGL,Alpha Technology Group Ltd. Class A,19.5,USD,0.1540832049306684,4153,0.38779740783625294,321018734.9768875,USD,,-0.5511,USD,-1098.0434782608695,0,テクノロジーサービス,評価なし
IWSH,Wright Investors' Service Holdings. Inc.,0.19,USD,11.43695014662756,5234,1.5575526723009165,3917935.15225335,USD,,-0.048,USD,-10.599078341013826,0,金融,評価なし
PCPJ,PaperClip Inc.,0.5,USD,0,50000,1.572782062735131,10534340,USD,,,,,,テクノロジーサービス,評価なし
ABILF,"Ability, Inc.",0.0001,USD,0,601,0.1712689863497763,799,USD,,,,,0,電子テクノロジー,評価なし
ECF,Ellsworth Growth & Income Fund Ltd.,12.18,USD,1.0788381742738506,45897,1.2931172925594407,164877740,USD,3.5417272462925267,3.439,USD,99.87213762640941,4.89626556016598,その他,評価なし
GBLX,GB Sciences Inc,0.0003,USD,0,8875,0.2229585786924453,122120.99999999999,USD,,,,,0,ヘルスケアテクノロジー,評価なし
GUER,"Guerrilla RF, Inc",1.98,USD,-1.0000000000000009,900,0.4085152739321865,20943459.9,USD,,-0.2964,USD,83.2674720560009,0,電子テクノロジー,評価なし
SEED,Origin Agritech Ltd.,1.14,USD,3.636363636363619,39521,0.827188530165873,13843620.054545453,USD,,-0.9869,USD,-316.99648197009674,0,素材産業,評価なし
COLA,Columbus Acquisition Corp.,10.46,USD,-0.19083969465648445,7646,0.22335108418460498,83097271.20419846,USD,98.67924528301887,0.106,USD,,0,金融,評価なし
WCFB,"WCF Bancorp, Inc.",6.25,USD,0,105,0.018003806519092606,12396113.360323887,USD,,-1.9724,USD,-5895.136778115502,3.23886639676113,金融,評価なし
TRUL,"Trulite, Inc.",0.0001,USD,0,1000,0.3209036647198511,2138.9999999999995,USD,,,,,0,生産財製造,評価なし
SLAI,SOLAI Limited Sponsored ADR Class A,0.9,USD,2.2727272727272747,52311,0.3373558155522508,16437111.000000002,USD,,-1.1686,USD,91.86845914050323,0,テクノロジーサービス,評価なし
KNOS,"Kronos Advanced Technologies, Inc.",0.00298,USD,-0.6666666666666684,87047,0.451417879564508,1964785.52,USD,,,,,0,生産財製造,評価なし
EMMA,"Emmaus Life Sciences, Inc.",0.015437,USD,11.057553956834534,290850,9.448304762647279,985893,USD,,-0.1141,USD,-54.18918918918919,0,ヘルスケアテクノロジー,評価なし
AGGI,"Allied Energy, Inc.",0.008,USD,33.33333333333333,15777,0.28866684841376866,161555440,USD,,,,,0,エネルギー鉱物,評価なし
PACH,Pioneer Acquisition I Corp. Class A,10.125,USD,-0.04935834155973131,25486,2.6626687283212838,320203121.0019743,USD,135,0.075,USD,,0,金融,評価なし
TOUR,Tuniu Corp. Sponsored ADR Class A,0.6233,USD,-1.204628308765264,175103,1.969994937278506,73849405,USD,82.01315789473684,0.0076,USD,,4.59660802028848,消費者サービス,評価なし
FAX,"abrdn Asia-Pacific Income Fund, Inc.",15.9,USD,0.7604562737642648,116840,0.6102035178097014,651439428,USD,18.035390199637025,0.8816,USD,-43.3819279429709,12.5475285171103,その他,評価なし
FEBO,Fenbo Holdings Limited Class A,1.1,USD,-6.77966101694914,3922,1.4794417201056205,12168749.067796614,USD,,-0.202,USD,-384.4124700239808,0,耐久消費財,評価なし
423A,ライオン事務器,367,JPY,3.3802816901408446,174700,1.6623846227043486,85642458.27742499,USD,12.621095456061738,0.196569308,USD,19.705658357861804,1.40845070422535,生産財製造,評価なし
9272,ブティックス,1402,JPY,0.9359251259899208,3300,0.4465493910690122,91142965.7334,USD,111.33346039006416,0.085127328,USD,-81.86533795119563,0,商業サービス,評価なし
3238,セントラル総合開発,420,JPY,0.23866348448687352,27100,3.2223543400713437,26247319.45325,USD,7.394665629065966,0.383952452,USD,174.3850241545894,3.34128878281623,金融,評価なし
6392,ヤマダコーポレーション,6550,JPY,0,100,0.18181818181818182,101535244.68325,USD,9.22960162925719,4.7973901560000005,USD,5.995206809759399,3.20610687022901,生産財製造,評価なし
9743,丹青社,1573,JPY,2.2092267706302793,446100,0.9446667937233975,471626404.991875,USD,11.226580660448393,0.9094793249,USD,66.99748992274303,4.67836257309941,産業サービス,評価なし
7611,ハイデイ日高,3290,JPY,1.7001545595054095,206000,1.2923462986198244,795545456.648775,USD,24.618230360788022,0.8557020424,USD,47.6304047881278,1.51468315301391,消費者サービス,評価なし
7555,大田花き,746,JPY,-0.13386880856760375,900,1.0344827586206897,24608187.169825,USD,29.747307390172224,0.169526604,USD,-25.432855702872036,1.60642570281124,流通サービス,評価なし
7698,アイスコ,2630,JPY,1.6228748068006182,3900,1.449814126394052,65753967.611675,USD,19.46353177995108,0.9134416200000002,USD,80.40317003420499,0.772797527047913,流通サービス,評価なし
3021,パシフィックネット,2082,JPY,2.30958230958231,45700,1.0645236431399954,69247702.281625,USD,13.89046414965941,0.959726461,USD,71.99586439721064,2.35872235872236,金融,評価なし
6648,かわでん,2190,JPY,-6.370243693886277,591400,4.811650801399398,302464539.771625,USD,12.336401848995681,1.1327768154000002,USD,112.11285545129877,2.52244548952544,生産財製造,評価なし
6335,東京機械製作所,522,JPY,-0.9487666034155597,25000,0.8925383791503034,29776490.833425,USD,442.0357354560081,0.007982884,USD,-95.73777710404168,0,生産財製造,評価なし
5240,ＭＯＮＯＡＩ　ＴＥＣＨＮＯＬＯＧＹ,239,JPY,2.1367521367521367,205300,1.0335800231586367,18583011.830075,USD,,-0.1995383,USD,33.888267981248845,0,テクノロジーサービス,評価なし
7271,安永,1257,JPY,4.488778054862843,72300,1.0657429245283019,93187463.876675,USD,10.094536904085034,0.8417741280000001,USD,169.23965076605737,1.24688279301746,生産財製造,評価なし
1841,サンユー建設,1581,JPY,-0.31525851197982346,56300,20.774907749077492,36815292.056725,USD,10.297353169904373,1.0378938960000001,USD,-19.907875689562974,1.89155107187894,産業サービス,評価なし
6317,北川鉄工所,1905,JPY,1.8172100481026188,24300,0.9798387096774194,113412573.17757499,USD,5.44835063697082,2.3636143960000005,USD,572.4228385267924,3.20684126135756,生産財製造,評価なし
9033,広島電鉄,658,JPY,0.3048780487804878,15200,0.852017937219731,128978008.45387499,USD,11.408498811470222,0.3680324703,USD,539.1646442146791,1.21951219512195,交通・輸送,評価なし
7502,プラザクリエイト本社,1816,JPY,-0.11001100110011,2800,0.9523809523809523,11097416.596175,USD,14.02438977300722,0.8262673947,USD,-6.472589382448533,2.75027502750275,小売業,評価なし
7037,テノ．,899,JPY,-0.3325942350332594,6100,1.6266666666666667,27456399.5055,USD,,-0.20863388000000002,USD,-339.7816979680241,1.10864745011086,ヘルスケアサービス,評価なし
9251,ＡＢ＆ＣＯＭＰＡＮＹ,1222,JPY,0.825082508250825,29300,0.8604992657856094,119654777.9623,USD,19.527660723674014,0.4061931489,USD,,4.95049504950495,消費者サービス,評価なし
3648,ＡＧＳ,1254,JPY,1.70316301703163,22600,0.38383152173913043,136912378.92535,USD,10.021705703900952,0.7984443204,USD,149.4202444999472,2.59529602595296,テクノロジーサービス,評価なし
7381,ＣＣＩグループ,983,JPY,1.7598343685300208,617100,0.6576507449325405,1414265049.0332,USD,15.407185422263462,0.40711673340000004,USD,119.58534386034955,1.75983436853002,金融,評価なし
6535,アイモバイル,527,JPY,0.5725190839694656,213400,1.6018615823449933,196130105.999975,USD,13.388037141006262,0.2555084785,USD,29.662203336792007,4.9618320610687,テクノロジーサービス,評価なし
9986,蔵王産業,2576,JPY,0.42884990253411304,3100,1.3080168776371308,95101928.3116,USD,19.928085604124245,0.8248386888000001,USD,-15.63825649298947,3.89863547758285,流通サービス,評価なし
6272,レオン自動機,1560,JPY,-2.9247044181705038,206900,1.6362198497429814,278914323.021425,USD,10.386435315477986,0.9584000379000001,USD,17.834069097211053,3.11138767890479,生産財製造,評価なし
3286,トラストホールディングス,965,JPY,-3.8844621513944224,41300,11.222826086956522,23914288.71195,USD,19.483613574324433,0.3160432728,USD,-29.173441327504623,1.99203187250996,商業サービス,評価なし
6486,イーグル工業,3430,JPY,0,121500,0.9171887974635766,1090997889.828525,USD,20.504592311315907,1.0674111276,USD,21.740674567797008,3.2069970845481,生産財製造,評価なし
2345,ＨＯＤＬ１,216,JPY,1.8867924528301887,103400,0.38253792082870886,25505310.48275,USD,,,,,0,テクノロジーサービス,評価なし
2922,なとり,1924,JPY,0.31282586027111575,30200,0.5951911706740244,156264597.30945,USD,23.61921504165894,0.5197905171000001,USD,-5.208140599780997,1.30344108446298,非耐久消費財,評価なし
138A,光フードサービス,2834,JPY,2.126126126126126,2300,1.07981220657277,17824379.708625,USD,27.43802965127368,0.6613485819,USD,2.12703475811308,1.44144144144144,消費者サービス,評価なし
3929,ソーシャルワイヤー,297,JPY,0.33783783783783783,19500,1.6795865633074936,22440984.325375,USD,18.30124966108797,0.109703984,USD,-29.963057588730834,0,商業サービス,評価なし
2664,カワチ薬品,3105,JPY,-0.1607717041800643,87000,0.8778125315306226,449498442.64045,USD,15.913993705131379,1.2450052053,USD,-0.7080818736841806,2.57234726688103,小売業,評価なし
7018,内海造船,15690,JPY,2.415143603133159,110400,1.2354521038495971,168161825.622,USD,15.605178054683766,6.415683925500001,USD,85.4310455643727,0.261096605744125,生産財製造,評価なし
9254,ラバブルマーケティンググループ,1161,JPY,0.34572169403630076,1900,1.6101694915254237,11991577.60955,USD,11.023432151772058,0.6836392601,USD,112.32209239502949,0,商業サービス,評価なし
5918,瀧上工業,7200,JPY,0,300,0.75,102081585.7712,USD,26.32311107000156,1.8490215640000003,USD,11.876572679469529,1.38888888888889,産業サービス,評価なし
4301,アミューズ,2068,JPY,-0.04833252779120348,40400,1.09277792804977,233490895.3356,USD,7.140366202727012,1.95783796,USD,573.4322791565035,1.93330111164814,消費者サービス,評価なし
5259,ＢＢＤイニシアティブ,1152,JPY,0.6993006993006993,24600,0.16442751152997795,45333442.564725,USD,,-0.40969318000000005,USD,-294.11152392543715,0,商業サービス,評価なし
6874,協立電機,2811,JPY,-3.8645690834473325,33400,3.118580765639589,158912273.17769998,USD,10.40911795778364,1.7231998977,USD,2.419675680021783,2.39398084815321,電子テクノロジー,評価なし
8125,ワキタ,2080,JPY,1.0199125789218066,460000,1.1314443132624952,691753454.95655,USD,31.03741052496497,0.4291028077,USD,-19.329291927379888,4.85672656629432,流通サービス,評価なし
9256,サクシード,818,JPY,0.24509803921568626,16400,11.549295774647888,18908419.66965,USD,11.958102784132855,0.46242118000000004,USD,-2.3127454480542693,1.96078431372549,テクノロジーサービス,評価なし
1946,トーエネック,2191,JPY,0.8747697974217311,222500,0.6500525885240154,1350251682.439275,USD,13.008255581645951,1.0747614015,USD,56.3810862553363,2.67034990791897,産業サービス,評価なし
7119,ハルメクホールディングス,1347,JPY,0.07429420505200594,3400,0.8695652173913043,96158534.383975,USD,18.98653886813729,0.47958819999999996,USD,148.26517078838054,2.60029717682021,テクノロジーサービス,評価なし
130A,ＶＥＲＩＴＡＳ　ＩＮ　ＳＩＬＩＣＯ,496,JPY,1.4314928425357873,42600,0.19848110702138563,20539986.731425,USD,,-0.392115828,USD,-153.57840758567326,0,ヘルスケアテクノロジー,評価なし
6955,ＦＤＫ,410,JPY,-0.48543689320388345,57400,0.46500324044069996,92053865.877925,USD,176.83847315074402,0.0147943485,USD,-90.80452931961052,0,生産財製造,評価なし
3864,三菱製紙,704,JPY,1.1494252873563218,248800,1.1533469312071203,200334378.550425,USD,9.364404356044231,0.508205308,USD,43.12669797832297,2.1551724137931,素材産業,評価なし
5386,鶴弥,406,JPY,-0.2457002457002457,39800,1.1123532699832308,20173106.8147,USD,19.37383387176049,0.1337208741,USD,-37.59016266506246,1.5970515970516,生産財製造,評価なし
7217,テイン,420,JPY,0.4784688995215311,5300,1.4804469273743017,26506581.79435,USD,14.194176332224835,0.200025696,USD,0.07372885368543647,4.06698564593301,生産財製造,評価なし
6357,三精テクノロジーズ,2496,JPY,0.24096385542168677,54800,1.213194598184636,298351505.9735,USD,12.03881940468617,1.401546068,USD,83.85130455679297,2.40963855421687,生産財製造,評価なし
7466,ＳＰＫ,2556,JPY,0.5507474429583006,37100,1.500809061488673,165287238.008375,USD,9.174114353397222,1.7778104100000003,USD,29.86837431700358,2.55704169944925,流通サービス,評価なし
9942,ジョイフル,1222,JPY,-0.08176614881439084,10000,1.002004008016032,244319562.16815,USD,23.43793454640308,0.35245085200000004,USD,-58.32518024715042,0.817661488143908,消費者サービス,評価なし
6942,ソフィアホールディングス,1280,JPY,0.1564945226917058,4300,1.122715404699739,38303302.152499996,USD,,,,,0,テクノロジーサービス,評価なし
3297,東武住販,1254,JPY,0,1500,0.6,21856358.673275,USD,9.701917482638674,0.8276056784,USD,27.373656446445587,3.18979266347687,金融,評価なし
407A,ＵＮＩＣＯＮホールディングス,1223,JPY,-0.40716612377850164,21100,0.48305860805860806,78677318.37,USD,,,,,0,耐久消費財,評価なし
4495,Ｇ−アイキューブド,2462,JPY,4.543524416135881,19200,1.0822998872604284,80979788.47105,USD,20.013250039628186,0.8316050600000001,USD,24.93005476800526,2.20806794055202,テクノロジーサービス,評価なし
